"project.description.id","trap.visit.id","site.name","sub.site.name","visit.type","fish.processed","trap.functioning","counter.at.end","rpm.revolutions.at.start","rpm.revolutions.at.end","include.catch","water.temp","turbidity","date","time","calendar.year","water.year"
2,1550,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",0,1.60000002384186,2,"Yes",12.777777671814,0,2001-11-27,12:25:00,2001,2002
2,1551,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning but not normally",4516,1.60000002384186,2.29999995231628,"Yes",11.9444446563721,0,2001-11-29,13:10:00,2001,2002
2,1552,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",8830,2.90000009536743,2.90000009536743,"Yes",10,0,2001-11-29,13:35:00,2001,2002
2,1553,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",7988,1.79999995231628,2,"Yes",11.6666669845581,0,2001-12-02,10:17:00,2001,2002
2,1554,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",20711,2.29999995231628,2.5,"Yes",10.277777671814,0,2001-12-02,12:30:00,2001,2002
2,1555,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",53,2.5,0,"Yes",11.6666669845581,0,2001-12-04,00:00:00,2001,2002
2,1556,"Live Oak","Live Oak","Unplanned restart","Processed fish","Trap stopped functioning",1105,0,3.40000009536743,"Yes",10,0,2001-12-04,11:45:00,2001,2002
2,1557,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",4975,3.29999995231628,3.29999995231628,"Yes",9.44444465637207,0,2001-12-05,10:16:00,2001,2002
2,1558,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2878,2.59999990463257,2.5,"Yes",10.5555553436279,0,2001-12-05,12:41:00,2001,2002
2,1559,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",6100,2.09999990463257,2.09999990463257,"Yes",11.1111106872559,0,2001-12-07,00:00:00,2001,2002
2,1560,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",11274,3.5,3.5,"Yes",10.8333330154419,0,2001-12-07,14:30:00,2001,2002
2,1561,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",3811,3.29999995231628,3.5,"Yes",10.277777671814,0,2001-12-08,08:40:00,2001,2002
2,1562,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2044,1.5,1.79999995231628,"Yes",11.6666669845581,0,2001-12-08,10:30:00,2001,2002
2,1563,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning but not normally",5606,2,2,"Yes",11.6666669845581,0,2001-12-10,12:45:00,2001,2002
2,1564,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",11096,4.5,4.5,"Yes",10.5555553436279,0,2001-12-10,14:00:00,2001,2002
2,1565,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",10023,3.29999995231628,3.40000009536743,"Yes",11.6666669845581,NA,2001-12-12,15:25:00,2001,2002
2,1566,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",5567,1.79999995231628,2,"Yes",12.777777671814,NA,2001-12-12,16:55:00,2001,2002
2,1567,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",9007,3.79999995231628,3.59999990463257,"Yes",9.16666698455811,NA,2001-12-14,11:05:00,2001,2002
2,1568,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",5452,2,2.5,"Yes",10.8333330154419,NA,2001-12-14,13:05:00,2001,2002
2,1569,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",4726,3.40000009536743,NA,"Yes",8.61111068725586,NA,2001-12-15,11:06:00,2001,2002
2,1570,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2762,1.79999995231628,1,"Yes",10.277777671814,NA,2001-12-15,13:10:00,2001,2002
2,1571,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",10248,4,4,"Yes",8.88888931274414,3.59999990463257,2001-12-17,11:45:00,2001,2002
2,1572,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",5839,1.79999995231628,2,"Yes",10.277777671814,4.69999980926514,2001-12-17,14:26:00,2001,2002
2,1573,"Live Oak","Live Oak","Unplanned restart","Processed fish","Trap stopped functioning",1528,0,3.20000004768372,"Yes",8.88888931274414,21.6499996185303,2001-12-18,09:20:00,2001,2002
2,1574,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2800,2.5,2.5,"Yes",10.5555553436279,4.73000001907349,2001-12-18,11:53:00,2001,2002
2,1575,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",4750,3.09999990463257,3.70000004768372,"Yes",9.72222232818604,7.57999992370605,2001-12-19,11:02:00,2001,2002
2,1576,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",2280,0,3,"Yes",10.5555553436279,4.28000020980835,2001-12-19,13:18:00,2001,2002
2,1577,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",5342,4,4,"Yes",9.44444465637207,7.36999988555908,2001-12-20,10:19:00,2001,2002
2,1578,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",4844,0,1.60000002384186,"Yes",10,4.13000011444092,2001-12-20,12:16:00,2001,2002
2,1579,"Live Oak","Live Oak","Unplanned restart","Processed fish","Trap stopped functioning",3583,0,0.600000023841858,"Yes",8.88888931274414,23.6499996185303,2001-12-21,09:40:00,2001,2002
2,1580,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",3122,2,3,"Yes",10,4.94000005722046,2001-12-21,11:45:00,2001,2002
2,1581,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",2637,2.5,2.70000004768372,"Yes",9.44444465637207,9.48999977111816,2001-12-22,11:15:00,2001,2002
2,1582,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",3008,2.59999990463257,1.39999997615814,"Yes",10,3.66000008583069,2001-12-22,13:15:00,2001,2002
2,1583,"Eye Riffle","Eye riffle_north","End trapping","Processed fish","Trap functioning normally",2740,1.60000002384186,0,"Yes",10.8333330154419,3.88000011444092,2001-12-23,00:00:00,2001,2002
2,1584,"Live Oak","Live Oak","End trapping","Processed fish","Trap functioning normally",3422,2.59999990463257,1,"Yes",10,6.07000017166138,2001-12-23,10:35:00,2001,2002
2,1585,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",0,NA,3.20000004768372,"Yes",9.44444465637207,12.6300001144409,2001-12-26,08:45:00,2001,2002
2,1586,"Eye Riffle","Eye riffle_north","Start trap & begin trapping","Not applicable","Trap not in service",0,NA,2.40000009536743,"Yes",10,4.65999984741211,2001-12-26,10:00:00,2001,2002
2,1587,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",3745,2.70000004768372,3,"Yes",10,3.39000010490417,2001-12-27,08:45:00,2001,2002
2,1588,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2901,2.5,2.40000009536743,"Yes",10,2.40000009536743,2001-12-27,11:00:00,2001,2002
2,1589,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",2315,2.5,2.90000009536743,"Yes",10,0,2001-12-28,10:15:00,2001,2002
2,1590,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",2330,2,2,"Yes",10,2.44000005722046,2001-12-28,11:55:00,2001,2002
2,1591,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",352,2.29999995231628,2.09999990463257,"Yes",10,0,2001-12-29,10:50:00,2001,2002
2,1592,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",82,0.100000001490116,0.200000002980232,"Yes",10,0,2001-12-29,12:30:00,2001,2002
2,1593,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning but not normally",883,0,2,"Yes",10.5555553436279,3.11999988555908,2001-12-30,09:55:00,2001,2002
2,1594,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",76,0.200000002980232,1.39999997615814,"Yes",10.5555553436279,1.98000001907349,2001-12-30,12:30:00,2001,2002
2,1595,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning but not normally",2035,1,1.10000002384186,"Yes",11.6666669845581,9.11999988555908,2001-12-31,14:15:00,2001,2002
2,1596,"Live Oak","Live Oak","End trapping","Processed fish","Trap stopped functioning",2260,0,0,"Yes",11.9444446563721,0,2001-12-31,18:00:00,2001,2002
2,1597,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",680,0,3,"Yes",11.1111106872559,16.6100006103516,2002-01-02,11:51:00,2002,2002
2,1598,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",0,NA,NA,"Yes",12.222222328186,0,2002-01-02,13:15:00,2002,2002
2,1599,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",4535,2.59999990463257,2.59999990463257,"Yes",12.222222328186,6.15999984741211,2002-01-03,14:40:00,2002,2002
2,1600,"Live Oak","Live Oak","End trapping","No catch data; fish released","Trap stopped functioning",0,0,0,"No",11.1111106872559,22.0100002288818,2002-01-04,13:00:00,2002,2002
2,1601,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",3379,1.79999995231628,2.59999990463257,"Yes",10,10.0900001525879,2002-01-04,13:48:00,2002,2002
2,1602,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2416,1.89999997615814,2.59999990463257,"Yes",10,5.26000022888184,2002-01-05,09:50:00,2002,2002
2,1603,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1561,0,3,"Yes",10,5.21000003814697,2002-01-06,11:40:00,2002,2002
2,1604,"Eye Riffle","Eye riffle_north","Unplanned restart","Processed fish","Trap stopped functioning",402,0,1,"Yes",10.277777671814,0,2002-01-07,12:32:00,2002,2002
2,1605,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",0,NA,2,"Yes",NA,NA,2002-01-07,15:30:00,2002,2002
2,1606,"Live Oak","Live Oak","End trapping","No catch data; fish released","Trap stopped functioning",782,0,0,"No",12.222222328186,0,2002-01-08,00:00:00,2002,2002
2,1607,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",3758,2.09999990463257,2.20000004768372,"Yes",NA,0,2002-01-08,13:50:00,2002,2002
2,1608,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",0,NA,1.29999995231628,"Yes",11.3888893127441,0,2002-01-09,11:30:00,2002,2002
2,1609,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning but not normally",3320,2.40000009536743,2.20000004768372,"Yes",10.8333330154419,0,2002-01-09,14:00:00,2002,2002
2,1610,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2901,1.70000004768372,2.29999995231628,"Yes",10.5555553436279,6.98000001907349,2002-01-10,12:20:00,2002,2002
2,1611,"Live Oak","Live Oak","Unplanned restart","Processed fish","Trap stopped functioning",1125,0,0.800000011920929,"Yes",12.222222328186,4.26000022888184,2002-01-10,14:40:00,2002,2002
2,1612,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",861,0.400000005960464,1.29999995231628,"Yes",11.1111106872559,3.69000005722046,2002-01-11,11:35:00,2002,2002
2,1613,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2962,2.20000004768372,1.70000004768372,"Yes",12.222222328186,2.55999994277954,2002-01-11,14:10:00,2002,2002
2,1614,"Live Oak","Live Oak","Continue trapping","Processed fish","Trap functioning normally",693,0.600000023841858,0.699999988079071,"Yes",11.1111106872559,4.28999996185303,2002-01-12,11:04:00,2002,2002
2,1615,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2364,1.29999995231628,2.09999990463257,"Yes",10.5555553436279,1.99000000953674,2002-01-12,13:50:00,2002,2002
2,1616,"Live Oak","Live Oak","Unplanned restart","Processed fish","Trap stopped functioning",663,0,0,"Yes",11.1111106872559,4.46000003814697,2002-01-13,09:50:00,2002,2002
2,1617,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2550,1.60000002384186,1.70000004768372,"Yes",10.5555553436279,2.27999997138977,2002-01-13,11:40:00,2002,2002
2,1618,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2665,1,1.70000004768372,"Yes",10.5555553436279,2.25999999046326,2002-01-14,12:20:00,2002,2002
2,1619,"Live Oak","Live Oak","End trapping","Processed fish","Trap functioning normally",237,0.200000002980232,NA,"Yes",11.1111106872559,2.65000009536743,2002-01-14,14:00:00,2002,2002
2,1620,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",4850,2,2,"Yes",NA,1.28999996185303,2002-01-16,11:10:00,2002,2002
2,1621,"Herringer Riffle","Herringer_west","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,4,"Yes",NA,0,2002-01-16,14:40:00,2002,2002
2,1622,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2509,2,2,"Yes",8.00000095367432,1.28999996185303,2002-01-17,10:30:00,2002,2002
2,1623,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5040,4,3,"Yes",NA,NA,2002-01-17,12:51:00,2002,2002
2,1624,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5235,4,4,"Yes",8.00000095367432,NA,2002-01-18,12:10:00,2002,2002
2,1625,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2908,2,2,"Yes",9,1.88999998569489,2002-01-18,13:55:00,2002,2002
2,1626,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5409,4,4,"Yes",8.00000095367432,4.05000019073486,2002-01-19,12:15:00,2002,2002
2,1627,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2546,2,2,"Yes",9,1.80999994277954,2002-01-19,14:30:00,2002,2002
2,1628,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1940,2,2,"Yes",8.00000095367432,2.41000008583069,2002-01-20,10:58:00,2002,2002
2,1629,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5477,3,4,"Yes",8.00000095367432,2.05999994277954,2002-01-20,14:40:00,2002,2002
2,1630,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",5174,1,2,"Yes",8.5,1.94000005722046,2002-01-22,12:30:00,2002,2002
2,1631,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",10626,4,4,"Yes",8.00000095367432,2.76999998092651,2002-01-22,15:20:00,2002,2002
2,1632,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2111,2,2,"Yes",8,1.5,2002-01-23,13:15:00,2002,2002
2,1633,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5456,3,4,"Yes",8,1.60000002384186,2002-01-23,16:00:00,2002,2002
2,1634,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4370,4,4,"Yes",8,1.99000000953674,2002-01-24,12:45:00,2002,2002
2,1635,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2716,2,2,"Yes",7.5,1.17999994754791,2002-01-24,15:15:00,2002,2002
2,1636,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5186,4,4,"Yes",8,NA,2002-01-25,12:40:00,2002,2002
2,1637,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2345,2,2,"Yes",8,NA,2002-01-25,14:55:00,2002,2002
2,1638,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1972,2,2,"Yes",8,6.51999998092651,2002-01-26,10:00:00,2002,2002
2,1639,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5064,4,4,"Yes",8,NA,2002-01-26,12:35:00,2002,2002
2,1640,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2596,2,2,"Yes",8,2.15000009536743,2002-01-27,10:45:00,2002,2002
2,1641,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5392,4,3,"Yes",8,1.54999995231628,2002-01-27,14:16:00,2002,2002
2,1642,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2465,1,2,"Yes",7.5,1.98000001907349,2002-01-28,10:30:00,2002,2002
2,1643,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4375,3,3,"Yes",7,3.75999999046326,2002-01-28,13:15:00,2002,2002
2,1644,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2630,2,2,"Yes",8,2.30999994277954,2002-01-29,12:10:00,2002,2002
2,1645,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5090,3,3,"Yes",7,2.34999990463257,2002-01-29,15:10:00,2002,2002
2,1646,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning but not normally",1516,1,2,"Yes",7,2.26999998092651,2002-01-30,11:15:00,2002,2002
2,1647,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4474,3,3,"Yes",7,1.0900000333786,2002-01-30,14:20:00,2002,2002
2,1648,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2429,2,1,"Yes",7.5,0,2002-01-31,12:05:00,2002,2002
2,1649,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4688,3,3,"Yes",7.5,1.55999994277954,2002-01-31,14:45:00,2002,2002
2,1650,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1985,2,2,"Yes",8,4.57000017166138,2002-02-01,10:25:00,2002,2002
2,1651,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4094,3,3,"Yes",8,2.58999991416931,2002-02-01,12:20:00,2002,2002
2,1652,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2240,2,2,"Yes",7.5,3.04999995231628,2002-02-02,10:35:00,2002,2002
2,1653,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",3991,3,4,"Yes",8,2.13000011444092,2002-02-02,12:45:00,2002,2002
2,1654,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2195,1,2,"Yes",NA,2.33999991416931,2002-02-03,11:50:00,2002,2002
2,1655,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5032,2,3,"Yes",NA,1.88999998569489,2002-02-03,14:00:00,2002,2002
2,1656,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2008,1,2,"Yes",NA,2.67000007629395,2002-02-04,12:35:00,2002,2002
2,1657,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4000,2,2,"Yes",NA,2.00999999046326,2002-02-04,16:05:00,2002,2002
2,1658,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1730,1,2,"Yes",8,3.36999988555908,2002-02-05,11:00:00,2002,2002
2,1659,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",2584,2,2,"Yes",8,2,2002-02-05,13:50:00,2002,2002
2,1660,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1936,2,1,"Yes",8,1.79999995231628,2002-02-06,11:35:00,2002,2002
2,1661,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",2280,1,3,"Yes",8.5,1.48000001907349,2002-02-06,14:30:00,2002,2002
2,1662,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1507,1,1,"Yes",8.5,2.14000010490417,2002-02-07,10:30:00,2002,2002
2,1663,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4424,3,4,"Yes",9,2.70000004768372,2002-02-07,13:30:00,2002,2002
2,1664,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2325,2,2,"Yes",8,3.84999990463257,2002-02-08,09:20:00,2002,2002
2,1665,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4534,4,4,"Yes",8.5,2,2002-02-08,11:25:00,2002,2002
2,1666,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2576,1,2,"Yes",8,2.77999997138977,2002-02-09,10:40:00,2002,2002
2,1667,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning but not normally",4840,3,4,"Yes",8.5,2.29999995231628,2002-02-09,12:45:00,2002,2002
2,1668,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2625,2,2,"Yes",8,2.70000004768372,2002-02-10,10:45:00,2002,2002
2,1669,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5140,3,4,"Yes",9,2.08999991416931,2002-02-10,13:00:00,2002,2002
2,1670,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2601,2,2,"Yes",8.5,2.91000008583069,2002-02-11,12:00:00,2002,2002
2,1671,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5360,3,4,"Yes",9.5,1.52999997138977,2002-02-11,15:00:00,2002,2002
2,1672,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",4623,2,1,"Yes",9,2.50999999046326,2002-02-13,11:30:00,2002,2002
2,1673,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",9196,3,4,"Yes",NA,2.32999992370605,2002-02-13,14:15:00,2002,2002
2,1674,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2050,2,2,"Yes",9,2.11999988555908,2002-02-14,10:15:00,2002,2002
2,1675,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4662,4,4,"Yes",10,1.75999999046326,2002-02-14,12:40:00,2002,2002
2,1676,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2291,1,2,"Yes",9,3.5,2002-02-15,10:10:00,2002,2002
2,1677,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5000,3,4,"Yes",10,2.75,2002-02-15,12:40:00,2002,2002
2,1678,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2492,2,2,"Yes",9,3.69000005722046,2002-02-16,10:45:00,2002,2002
2,1679,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5200,3,3,"Yes",9,4.23999977111816,2002-02-16,14:10:00,2002,2002
2,1680,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2400,2,2,"Yes",9,2.65000009536743,2002-02-17,10:50:00,2002,2002
2,1681,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5145,4,4,"Yes",10,2.33999991416931,2002-02-17,14:10:00,2002,2002
2,1682,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",4396,2,1,"Yes",9,1.63999998569489,2002-02-19,10:50:00,2002,2002
2,1683,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",9916,3,3,"Yes",10,2.57999992370605,2002-02-19,14:55:00,2002,2002
2,1684,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2467,2,2,"Yes",9.5,0,2002-02-20,11:45:00,2002,2002
2,1685,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5011,3,3,"Yes",10.5,2,2002-02-20,14:30:00,2002,2002
2,1686,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1840,1,2,"Yes",9,2.69000005722046,2002-02-21,11:40:00,2002,2002
2,1687,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4420,3,4,"Yes",11.5,3.03999996185303,2002-02-21,14:25:00,2002,2002
2,1688,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2054,1,2,"Yes",9,3.86999988555908,2002-02-22,10:50:00,2002,2002
2,1689,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4948,4,4,"Yes",11,2.71000003814697,2002-02-22,14:45:00,2002,2002
2,1690,"Herringer Riffle","Herringer_west","End trapping","Processed fish","Trap functioning normally",4974,3,1,"Yes",12,2.91000008583069,2002-02-23,00:00:00,2002,2002
2,1691,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2296,0,2,"Yes",10,3.1800000667572,2002-02-23,12:00:00,2002,2002
2,1692,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",3911,2,2,"Yes",10.5,1.26999998092651,2002-02-25,12:20:00,2002,2002
2,1693,"Herringer Riffle","Herringer_west","Start trap & begin trapping","Not applicable","Trap not in service",1,NA,4,"Yes",12,2.08999991416931,2002-02-25,13:30:00,2002,2002
2,1694,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1831,1,2,"Yes",10.5,1.79999995231628,2002-02-26,10:50:00,2002,2002
2,1695,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",5000,0,3,"Yes",12.5,0,2002-02-26,14:45:00,2002,2002
2,1696,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1768,1,1,"Yes",11,1.96000003814697,2002-02-27,10:54:00,2002,2002
2,1697,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4461,3,3,"Yes",13,2.53999996185303,2002-02-27,13:55:00,2002,2002
2,1698,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1784,1,2,"Yes",11,1.46000003814697,2002-02-28,11:00:00,2002,2002
2,1699,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4968,3,4,"Yes",13,3.53999996185303,2002-02-28,14:26:00,2002,2002
2,1700,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4194,3,4,"Yes",11.5,4.53000020980835,2002-03-01,13:15:00,2002,2002
2,1701,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1910,1,1,"Yes",10.5,1.54999995231628,2002-03-01,15:50:00,2002,2002
2,1702,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4885,3,4,"Yes",10.5,3.03999996185303,2002-03-02,12:30:00,2002,2002
2,1703,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1295,1,1,"Yes",10.5,1.38999998569489,2002-03-02,14:15:00,2002,2002
2,1704,"Herringer Riffle","Herringer_west","Continue trapping","Processed fish","Trap functioning normally",4610,3,4,"Yes",11,3.53999996185303,2002-03-03,11:45:00,2002,2002
2,1705,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",1077,0,2,"Yes",10.5,1.76999998092651,2002-03-03,13:50:00,2002,2002
