Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2017-04-04,8417,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017-04-03 15:28,2017-04-04 09:37,282,0,2.8,,,7,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 1/0. 
2017-04-05,8418,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-04 09:37,2017-04-05 09:44,1738,0,2.8,,,8,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch. ,Intake debris 0/3. 
2017-04-06,8419,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-05 09:44,2017-04-06 09:22,3142,0,2.8,,,28,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,Intake debris 0/0. 
2017-04-07,8420,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-06 09:22,2017-04-07 11:10,2691,0,2.5,,,45,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,Intake debris 3/3. 
2017-04-08,8421,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2017-04-07 11:10,2017-04-08 09:40,1417,0,,,,21,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch. ,Intake debris 3/0. 
2017-04-10,8422,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-10 12:25,,,2.3,,,,,Yes,,
2017-04-11,8423,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-10 12:25,2017-04-11 09:34,2776,2.2,2.1,,,6,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-12,8424,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-11 09:34,2017-04-12 09:06,3049,2.5,2.4,,,4,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-13,8425,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-12 09:06,2017-04-13 09:27,3327,2.4,1.7,,,5,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-14,8426,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-13 09:27,2017-04-14 09:20,3456,2.8,2.4,,,15,Terrestrial,Yes,,Intake debris 0/0 
2017-04-15,8427,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017-04-14 09:20,2017-04-15 09:12,3550,2,,,,10,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-17,8428,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-17 17:04,,,2,,,,,Yes,,
2017-04-18,8429,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017-04-17 17:04,2017-04-18 09:10,75,0,2.2,,,1,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/0. 
2017-04-19,8430,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-04-18 09:10,2017-04-19 10:45,3589,1.7,2,,,8,Terrestrial,Yes,,Intake debris 0/0. Moved traps closer to shore. 
2017-04-20,8431,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-19 10:45,2017-04-20 09:21,2569,1.4,1.9,,,2,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-21,8432,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-20 09:21,2017-04-21 09:10,3078,2.4,2.3,,,3,Terrestrial/Aquatic,Yes,,Intake debris 0/0. 
2017-03-23,8433,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-22 10:53,2017-03-23 09:46,448,0,2.5,,,27,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. 
2017-03-24,8434,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-23 09:46,2017-03-24 09:50,1721,0,3,,,26,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. 
2017-03-25,8435,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-24 09:50,2017-03-25 10:32,1932,0,3.1,,,65,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/3. 
2017-03-26,8436,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-25 10:32,2017-03-26 09:56,493,0,2.9,,,34,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,"Intake debris 3/0. Trap stopped because of logs, tons of debris in cone. "
2017-03-27,8437,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-26 09:56,2017-03-27 09:28,2500,0,3,,,27,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,"Intake debris 0/0. Stick stopped trap, logs in trap. "
2017-03-28,8438,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-03-27 09:28,2017-03-28 10:33,3555,0,2.9,,,63,,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,"Intake debris 0/3. Dominant debris type not recorded. Trap stopped by branch, large log inside. "
2017-03-29,8439,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-03-28 10:33,2017-03-29 09:47,3776,2.5,2.9,,,36,Terrestrial,Yes,,Intake debris 0/0. 
2017-03-30,8440,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-03-29 09:47,2017-03-30 09:53,3902,2.3,2.5,,,33,Terrestrial,Yes,,Intake debris 3/1. 
2017-03-31,8441,ST004L1,Continue trapping,"Trap functioning, but not normally",Processed fish,2017-03-30 09:53,2017-03-31 10:41,2447,2.3,2.7,,,147,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. One of the doors on the trap was unlatched and open. 
2017-04-01,8442,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017-03-31 10:41,2017-04-01 09:00,1279,0,,,,22,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 1/3. 
2017-04-03,8443,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-03 15:29,,,3.1,,,,,Yes,,
2017-04-04,8444,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-04-03 15:29,2017-04-04 10:16,3661,2.6,3.3,,,36,Terrestrial,Yes,,Intake debris 0/0. Heavy log in trap.
2017-04-05,8445,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-04 10:16,2017-04-05 09:49,2117,0,3.1,,,16,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 1/1. 
2017-04-06,8446,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-05 09:49,2017-04-06 09:31,703,0,3.3,,,23,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. Stopped by log. 
2017-04-07,8447,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-06 09:31,2017-04-07 10:40,2628,0,3.1,,,64,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/3. 
2017-04-08,8448,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017-04-07 10:40,2017-04-08 10:08,2142,0,,,,74,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. 
2017-04-10,8449,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-10 12:25,,,3.4,,,,,Yes,,
2017-04-11,8450,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-10 12:25,2017-04-11 09:30,2856,0,3.4,,,23,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,Intake debris 0/1. 
2017-04-12,8451,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-11 09:30,2017-04-12 09:30,3626,0,3.7,,,25,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,Intake debris 1/0. 
2017-04-13,8452,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2017-04-12 09:30,2017-04-13 09:36,2232,0,3.5,,,30,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 1/1. 
2017-04-14,8453,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2017-04-13 09:36,2017-04-14 09:23,1132,0,3.5,,,25,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/1. Log stopped trap. 
2017-04-15,8454,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017-04-14 09:23,2017-04-15 09:09,339,0,,,,17,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/3. 
2017-04-17,8455,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-17 17:00,,,2.4,,,,,Yes,,
2017-04-18,8456,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-04-17 17:00,2017-04-18 09:28,1229,3.3,3.6,,,20,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-19,8457,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-04-18 09:28,2017-04-19 10:39,195,0,2.4,,,52,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/0. Clicker not functioning; started rotating at 9:30am. 
2017-04-20,8458,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-04-19 10:39,2017-04-20 09:16,4095,3,2.6,,,13,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-21,8459,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-04-20 09:16,2017-04-21 09:42,4862,2.8,3.3,,,35,Terrestrial,Yes,,Intake debris 0/0. Debris removed from cone through side door. 
2017-04-22,8460,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017-04-21 09:42,2017-04-22 09:10,,0,,,,20,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 3/1. Debris volume estimated. Traps worked up at shore. 
2017-04-24,8461,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-24 09:15,,,2.6,,,,,Yes,,
2017-04-25,8462,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2017-04-24 09:15,2017-04-25 10:11,1232,0,3.6,,,25,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 1/3. Three large logs caught on front of trap. 
2017-04-26,8463,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-04-25 10:11,2017-04-26 10:27,5299,3.9,3.8,,,31,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-27,8464,ST004L1,End trapping,Trap functioning normally,Processed fish,2017-04-26 10:27,2017-04-27 09:31,5078,3.7,,,,27,Terrestrial,Yes,,Intake debris 0/0. Log came into cone while taking before cleaning RPMs (at 8:36am.) 
2017-05-01,8465,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-05-01 17:55,,,4.6,,,,,Yes,,
2017-05-02,8466,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-01 17:55,2017-05-02 10:22,4472,4.6,4.9,,,15,Terrestrial,Yes,,Intake debris 0/0. 
2017-05-03,8467,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-02 10:22,2017-05-03 10:22,6197,4.4,5,,,22,Terrestrial,Yes,,Intake debris 0/1. 
2017-05-04,8468,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017-05-03 10:22,2017-05-04 09:32,3213,0,4.8,,,14,Terrestrial/Aquatic,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/1. 
2017-05-05,8469,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-04 09:32,2017-05-05 10:18,7095,4.9,4.9,,,26,Terrestrial,Yes,,Intake debris 0/1. Clicker recorded as 10308: likely not reset from day before. Previous day's rotation counter of 3213 subtracted = 7095. 
2017-05-06,8470,ST004L1,End trapping,Trap functioning normally,Processed fish,2017-05-05 10:18,2017-05-06 10:30,6831,4.6,,,,32,Terrestrial,Yes,,Intake debris 0/0. 
2017-05-08,8471,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-05-08 09:55,,,4.6,,,,,Yes,,
2017-05-09,8472,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-08 09:55,2017-05-09 09:36,6439,4.7,4.7,,,8, Terrestrial,Yes,,Intake debris 0/0. 
2017-05-10,8473,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-09 09:36,2017-05-10 09:20,6526,4.4,4.5,,,7,Terrestrial,Yes,,Intake debris 0/0. 
2017-05-11,8474,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-10 09:20,2017-05-11 10:04,7000,4.9,5,,,14,Terrestrial,Yes,,Intake debris 0/1. 
2017-05-12,8475,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017-05-11 10:04,2017-05-12 09:39,6764,4.4,4.7,,,33,Terrestrial,Yes,,Intake debris 0/0. 
2017-05-13,8476,ST004L1,End trapping,Trap functioning normally,Processed fish,2017-05-12 09:39,2017-05-13 09:41,6829,4.7,,,,20,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-22,8477,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2017-04-21 09:10,2017-04-22 09:12,,0,,,,2,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/2. Debris volume estimated. Traps worked up from shore. 
2017-04-24,8478,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-04-24 09:24,,,1.9,,,,,Yes,,
2017-04-25,8479,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-24 09:24,2017-04-25 09:48,3264,2.3,2,,,4,Terrestrial,Yes,,Intake debris 0/0. Two medium sized fish escaped out cone. 
2017-04-26,8480,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-04-25 09:48,2017-04-26 09:43,3072,2.4,2.2,,,3,Terrestrial,Yes,,Intake debris 0/0. 
2017-04-27,8481,ST004L1B,End trapping,Trap functioning normally,Processed fish,2017-04-26 09:43,2017-04-27 09:02,2858,2.1,2.1,,,3,Terrestrial,Yes,,Intake debris 0/0. 
2017-05-01,8482,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-05-01 18:06,,,3.1,,,,,Yes,,
2017-05-02,8483,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-01 18:06,2017-05-02 10:11,,3.1,3.2,,,5,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-03,8484,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-02 10:11,2017-05-03 10:07,,2.9,3.4,,,4,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-04,8485,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-03 10:07,2017-05-04 09:25,,4.1,3.7,,,10,Terrestrial/ Aquatic,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-05,8486,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-04 09:25,2017-05-05 10:05,,3.8,3.5,,,10,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-06,8487,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017-05-05 10:05,2017-05-06 09:58,,3.4,,,,10,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-08,8488,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-05-08 09:55,,,2.8,,,,,Yes,,
2017-05-09,8489,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-05-08 09:55,2017-05-09 09:26,,2.9,2.8,,,2,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-10,8490,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-09 09:26,2017-05-10 09:12,,3.2,3.6,,,2,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-11,8491,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2017-05-10 09:12,2017-05-11 09:44,,4,3.6,,,5,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-12,8492,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2017-05-11 09:44,2017-05-12 09:17,,0,3.6,,,5,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch. ,Intake debris 0/0. Clicker not functioning. 
2017-05-13,8493,ST004L1B,End trapping,Trap functioning normally,No fish were caught,2017-05-12 09:17,2017-05-13 09:10,,3.7,,,,5,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-15,8494,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2017-05-15 14:30,,,3.7,,,,,Yes,,
2017-05-16,8495,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-05-15 14:30,2017-05-16 09:38,,3.5,3.2,,,5,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-17,8496,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-05-16 09:38,2017-05-17 09:38,,3.1,3.2,,,3,Terrestrial,Yes,,Intake debris 0/0. Clicker recorded as 3658; may have been the clicker total from Trap 2 mistakely recorded on Trap 1.
2017-05-18,8497,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-05-17 09:38,2017-05-18 10:21,,3.3,3.3,,,3,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
2017-05-19,8498,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2017-05-18 10:21,2017-05-19 09:45,,3.3,3.7,,,4,Terrestrial,Yes,,Intake debris 0/0. Clicker not functioning. 
