Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2024-03-17,10402,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-16 12:53,2024-03-17 09:56,4315,3.2,3.5,0,0,10,Terrestrial,Yes,,
2024-03-18,10403,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-17 09:34,2024-03-18 09:46,2850,1.9,2.1,0,0,6,Terrestrial,Yes,,
2024-03-18,10404,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-17 09:56,2024-03-18 10:04,7086,3.4,3.4,0,0,12,Terrestrial,Yes,,
2024-03-19,10405,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-18 09:46,2024-03-19 12:33,3028,1.8,1.9,0,0,5,Terrestrial,Yes,,
2024-03-19,10406,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-18 10:04,2024-03-19 12:47,6638,3.6,3.5,0,0,14,Terrestrial,Yes,,
2024-03-20,10407,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-19 12:47,2024-03-20 09:57,5140,3.2,3.3,0,0,9,Terrestrial,Yes,,
2024-03-20,10408,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-19 12:33,2024-03-20 09:48,2308,1.8,1.6,0,0,3,Terrestrial,Yes,,
2024-03-21,10409,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-20 09:48,2024-03-21 09:17,2383,1.7,1.7,0,0,3,Terrestrial,Yes,,
2024-03-21,10410,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-20 09:57,2024-03-21 09:06,5496,3.2,3.3,0,0,7,Terrestrial,Yes,,
2024-03-22,10411,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-03-21 09:17,2024-03-22 11:32,1313,0,1.6,0,0,5,Terrestrial,No,"Normal functioning percent ~52%
","Trap stopped by stick between cone and pontoon, spinning again @ 10:40 AM."
2024-03-22,10412,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-21 09:06,2024-03-22 11:51,6198,2.9,3,0,1,23,Terrestrial,Yes,,
2024-03-23,10413,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-22 11:32,2024-03-23 09:46,2316,1.8,1.8,0,0,7,Terrestrial,Yes,,
2024-03-23,10414,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-22 11:51,2024-03-23 10:07,5073,3,3,0,0,23,Terrestrial,Yes,,
2024-03-24,10415,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-03-23 09:46,2024-03-24 13:56,771,0,1.8,0,1,5,Terrestrial,No,"Normal functioning percent ~25%
",
2024-03-25,10416,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-24 13:56,2024-03-25 09:46,2062,1.7,1.7,0,0,5,Terrestrial,Yes,,
2024-03-24,10417,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-23 10:07,2024-03-24 14:35,4388,3,3.4,0,0,26,Terrestrial,Yes,,
2024-03-25,10418,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-24 14:35,2024-03-25 10:02,4474,2.9,3.1,0,0,11,Terrestrial,Yes,,
2024-03-26,10419,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-25 09:46,2024-03-26 09:15,2410,1.8,1.6,0,0,4,Terrestrial,Yes,,
2024-03-26,10420,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-25 10:02,2024-03-26 09:32,5498,2.9,3.1,0,0,12,Terrestrial,Yes,,
2024-03-27,10421,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-03-26 09:32,2024-03-27 10:10,5252,0,3,0,2,12,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Trap stopped by branch at front of cone, resumed spinning at 8:58 AM"
2024-03-27,10422,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-26 09:15,2024-03-27 09:51,2542,1.8,1.7,0,0,5,Terrestrial,Yes,,
2024-03-28,10423,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-27 10:10,2024-03-28 10:00,5512,3,3.1,1,1,11,Terrestrial,Yes,,
2024-03-28,10424,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-27 09:51,2024-03-28 09:33,2364,1.6,1.6,0,0,3,Terrestrial,Yes,,
2024-03-29,10425,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-28 09:33,2024-03-29 12:22,2492,1.4,1.4,0,0,5,Terrestrial,Yes,,
2024-03-29,10426,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-28 10:00,2024-03-29 12:29,5963,3,2.8,0,0,17,Terrestrial,Yes,,
2024-03-30,10427,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-29 12:22,2024-03-30 10:18,2102,1.3,1.6,0,0,4,Terrestrial,Yes,,Traps moved ~4 ft river left on 3/29 at 1:30 PM to account for flow decrease 1500 -> 800 cfs.
2024-03-31,10428,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-30 10:18,2024-03-31 09:20,2005,1.4,1.4,0,0,5,Terrestrial,Yes,,
2024-03-30,10429,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-29 12:29,2024-03-30 10:07,4913,2.9,3,0,0,11,Terrestrial,Yes,,"Traps moved river left approximately 4 ft on 3/29 due to flow decrease (1,500 -> 800 cfs). "
2024-03-31,10430,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-30 10:07,2024-03-31 09:34,5143,2.8,2.9,0,1,25,Terrestrial,Yes,,
2024-04-01,10431,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-03-31 09:34,2024-04-01 09:32,5149,2.8,3.4,0,0,17,Terrestrial,Yes,,"Cleared anchor lines of debris and irrigation pump #1

Moved RSTs ~2 ft river left for expected flow decrease (800 -> 400 cfs)"
2024-04-01,10432,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-03-31 09:20,2024-04-01 09:27,1915,1.4,1.6,0,0,4,Terrestrial,Yes,,"Cleared anchor lines of debris and irrigation pump #1.

Moved RSTs out 2 ft river left for expected flow decrease (800 -> 400 cfs)"
2024-04-02,10433,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-01 09:27,2024-04-02 12:22,1285,1.6,1.6,0,0,5,Terrestrial,Yes,,
2024-04-02,10434,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-01 09:32,2024-04-02 12:26,5975,3,3,0,0,13,Terrestrial,Yes,,
2024-04-03,10435,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-02 12:26,2024-04-03 10:15,4396,2.5,2.7,0,0,11,Terrestrial,Yes,,
2024-04-03,10436,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-02 12:22,2024-04-03 10:04,,1.1,1.1,0,0,5,Terrestrial,Yes,,"Clicker bolt was missing the clicker, so total rotations was not recorded. Readjusted."
2024-04-04,10437,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-03 10:04,2024-04-04 10:08,903,0.6,0.6,0,0,45,Terrestrial,Yes,,"Traps moved out (river left) approximately 2 feet on 4/3 at 4 PM to avoid the C1 pontoon beaching on shore due to a decrease in discharge (800 -> 400 cfs). 

Noticed the RPM clicker was not recording every spin on 4/3 at 5:45 PM,  trap cone was shifted ov"
2024-04-05,10438,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-04 10:08,2024-04-05 09:23,805,0,0.7,0,1,20,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Trap stopped by log at front of cone.
"
2024-04-06,10439,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-05 09:23,2024-04-06 11:45,2089,1.6,0.7,0,0,14,Terrestrial,Yes,,"
"
2024-04-04,10440,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-03 10:15,2024-04-04 10:13,4198,2.3,2.5,0,0,15,Terrestrial,Yes,,Traps moved out (river left) approximately 2 feet on 4/3 at 4 PM to avoid beaching the C1 pontoon due to a decrease in discharge (800 -> 400 cfs)
2024-04-05,10441,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-04 10:13,2024-04-05 09:17,3070,0,2.5,2,1,14,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"1 gallon of debris removed at 3 PM on 4/4 to lessern debris for 4/5

Hubodometer fell off of cone shaft, total revolutions and trap stopped functioning revolutions are likely lower than actual.
 
Trap stopped by log in the intake.
"
2024-04-06,10442,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-05 09:17,2024-04-06 10:27,4517,2.9,2.5,0,0,31,Terrestrial,Yes,,5 gallons of debris cleared @ 3:30 PM on 4/5 to lessen debris for 4/6
2024-04-07,10443,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-06 10:27,2024-04-07 09:41,4765,2.7,2.7,0,0,9,Terrestrial,Yes,,"Traps pulled in (river right) approximately 4 feet at 12 PM on 4/6 to account for overnight increase in discharge (800 -> 1200 cfs).

8 Gallons of debris removed on 4/6 at 6:15 PM to lessen debris for 4/7. "
2024-04-07,10444,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-06 11:45,2024-04-07 09:33,1182,1,0.9,0,0,5,Terrestrial,Yes,,"Trap stopped by log in intake , restarted at 4:30 PM on 4/6 (54 total revolutions).

Traps pulled in (river right) approximately 4 feet at 12 PM on 4/6 to account for overnight increase in discharge (800 -> 1200 cfs).

2 gallons of debris cleared @ 6:15 P"
2024-04-08,10445,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-07 09:33,2024-04-08 09:25,2025,1.1,1,0,0,5,Terrestrial,Yes,,Traps moved out (river left) approximately 4 feet at 11 AM on 4/7 to account for a decrease in discharge (1200 -> 800 cfs). New RPMs: 1.6
2024-04-08,10446,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-07 09:41,2024-04-08 09:35,5029,2.6,2.7,2,0,9,Terrestrial,Yes,,Traps moved out (river left) approximately 4 feet at 11 AM on 4/7 to account for a decrease in discharge (1200 -> 800 cfs). New RPMs: 3.0
2024-04-09,10447,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-08 09:35,2024-04-09 13:12,5472,2.4,2.2,0,0,9,Terrestrial,Yes,,Traps moved out (river left) approximately 2 feet at 9:40 AM on 4/8 to account for a decrease in discharge (800 -> 600 cfs). New RPMs: 2.8 
2024-04-09,10448,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-08 09:25,2024-04-09 12:40,225,0,1.1,3,3,6,Terrestrial,No,Normal functioning percent ~13%,"Traps moved out (river left) approximately 2 feet on 4/8 to account for decrease in discharge(800 -> 600 cfs) New RPMs: 1.6 

Trap stopped by log in intake, resumed spinning @ 11:55 AM

Clicker bolt not hitting clicker, readjusted Total revolutions and tr"
2024-04-10,10449,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-09 12:40,2024-04-10 10:24,1123,0.8,0.5,0,1,11,Terrestrial,Yes,,Traps moved out (river left) approximately 2 feet at 4:30 PM on 4/9 to account for a decrease in discharge (600 -> 400 cfs). 
2024-04-10,10450,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-09 13:12,2024-04-10 10:28,3419,1.9,2.1,0,0,9,Terrestrial,Yes,,Traps moved out (river left) approximately 2 feet at 4:30 PM on 4/9 to account for a decrease in discharge (600 -> 400 cfs). 
2024-04-11,10451,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-10 10:24,2024-04-11 09:10,518,0.7,0.8,0,0,6,Terrestrial,Yes,,Total rotations began at 7:15 PM since clicker was missing clicker bolt. (518 rotations from 7:15 PM on 4/10 to 9:10 AM on 4/11).
2024-04-11,10452,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-10 10:28,2024-04-11 09:20,6399,1.9,1.9,0,0,10,Terrestrial,Yes,,
2024-04-12,10453,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-11 09:20,2024-04-12 09:25,3904,2.1,2.3,0,0,10,Terrestrial,Yes,,Cleared 2 gallons of debris at 3 PM on 4/11/24 to lessen debris on 4/12/24.
2024-04-12,10454,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-11 09:10,2024-04-12 09:18,1006,0,1.6,0,0,8,Terrestrial,No,Normal functioning percent ~43%,1 gallon of debris cleared at3pm on 4/11/24 to lessen debris on 4/12/24
2024-04-13,10455,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-12 09:18,2024-04-13 08:52,1351,1.4,1.2,0,0,14,Terrestrial,Yes,,"10 gallons of debris cleared at 5 PM on 4/12/24 to lessen debris on 4/13/24.

Anchor lines cleared and irrgation pump #1 of debris

Traps pulled in ~2 ft river right for flow increase"
2024-04-13,10456,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-12 09:25,2024-04-13 09:04,4336,2.5,2.8,0,0,17,Terrestrial,Yes,,"10 gallons of debris cleared at 5 PM on 4/12/24 to lessen debris on 4/13/24.

Anchor lines and irrigation pump #1 cleared of debris

Traps pulled in ~ 2ft river right for flow increase "
2024-04-14,10457,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-13 08:52,2024-04-14 09:32,1552,0.9,0.9,0,0,5,Terrestrial,Yes,,"6 gallons of debris cleared on 4/13 at 5:30 PM to lessen debris on 4/14

Traps moved ~1 ft river right to account for flow change

Clicker missing intermittently; fixed at 4 PM"
2024-04-14,10458,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-13 09:04,2024-04-14 09:46,5142,2.8,2.7,0,1,11,Terrestrial,Yes,,"14 gallons of debris cleared on 4/13 at 5:30 PM to lessen debris on 4/14.

Traps moved approximately 1 ft river right to account for flow change."
2024-04-15,10459,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-14 09:32,2024-04-15 09:53,1086,0,1.6,0,0,8,Terrestrial,No,Normal functioning percent ~46%,"Traps moved ~ 3ft river left at 3:20 PM on 4/14 to account for flow drop.
1 gallon of debris removed at 3:15 PM on 4/14 for 4/15
Log jammed on intake collar bolt, resumed spinning at 9:03 AM."
2024-04-16,10460,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-15 09:53,2024-04-16 11:55,644,0,1.6,0,2,6,Terrestrial,No,Normal functioning percent ~26%,"Log pinned between cone and pontoon. RST restarted at 11 AM.
2 gallon of debris removed at 3:00 PM on 4/15 for 4/16
Traps moved approximately 2 ft river left due to flow drop and avoid beaching pontoons/RSTs"
2024-04-15,10461,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-14 09:46,2024-04-15 10:06,5402,2.9,2.9,0,0,14,Terrestrial,Yes,,"Traps moved approximately 3 ft river left at 3:20 PM on 4/14/24 to account for flow change.
2 gallons of debris cleared from live well at 3:20 PM on 4/14 for 4/15
anchor lines cleared of debris and irrigation pump #1"
2024-04-16,10462,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-15 10:06,2024-04-16 12:10,5357,2.4,2.4,0,0,7,Terrestrial,Yes,,
2024-04-17,10463,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-16 11:55,2024-04-17 09:30,809,0,1.4,0,0,3,Terrestrial,No,Normal functioning percent ~45%,Trap jammed by log at front of cone.
2024-04-17,10464,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-16 12:10,2024-04-17 09:39,3538,2,1.9,0,0,5,Aquatic,Yes,,
2024-04-18,10465,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-17 09:39,2024-04-18 09:37,3171,1.8,1.9,0,0,5,Terrestrial,Yes,,
2024-04-18,10466,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-17 09:30,2024-04-18 09:44,1123,1,1.1,0,0,4,Aquatic,Yes,,
2024-04-19,10467,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-18 09:44,2024-04-19 10:10,191,1.5,1.4,0,0,6,Aquatic,Yes,,"Clicker is missing spins, readjusted to hit every time"
2024-04-20,10468,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-19 10:10,2024-04-20 09:24,844,0,1.9,0,3,14,Terrestrial,No,Normal functioning percent ~32%,"Traps shifted in towards shore (river right) approximately 4 feet to account for an overnight discharge increase (1000 -> 1500 cfs)

Trap stopped by stick stuck between cone and pontoon. Resumed spinning at 8:30 AM"
2024-04-19,10469,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-18 09:37,2024-04-19 10:02,3534,2,2.4,0,0,8,Aquatic,Yes,,
2024-04-20,10470,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-19 10:02,2024-04-20 09:36,4443,2.4,2.9,0,0,14,Terrestrial,Yes,,
2024-04-21,10471,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2024-04-20 09:24,2024-04-21 09:42,1018,0,1.6,0,3,27,Aquatic,No,Normal functioning percent ~44%,"Traps shifted towards shore (river right) approximately 4 feet to account for overnight increase in discharge (1000 -> 1500 cfs) at 6 PM on 4/20.

18 gallons of debris removed @ 6:50 PM on 4/20 to lessen debris for 4/21.

Trap stopped at 4:23 PM on 4/20 b"
2024-04-21,10472,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-20 09:36,2024-04-21 10:22,5204,2.9,2.9,0,0,27,Terrestrial,Yes,,"Traps shifted  towards shore approximately 4 feet at 6 PM on 4/20 to account for an increase in discharge (1000 -> 1500 cfs)

15 gallons of debris removed on 4/20 at 6:50 PM to lessen debris for 4/21

Trap stopped at 5:51 PM by a log in an intake, restart"
2024-04-22,10473,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-21 09:42,2024-04-22 09:52,1116,0,1.7,0,3,7,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Clicker set to 0 at 4:30 PM (1116 rotations between 4:30 PM and 9:52 AM)

4 gallons of debris cleared at 6:15 PM on 4/21/24 to lessen debris on 4/22/24.

Trap stopped by stick in intake. Resumed spinning at 8:55 AM"
2024-04-22,10474,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-21 10:22,2024-04-22 09:44,5063,2.8,3.2,0,0,19,Terrestrial,Yes,,"12 gallons of debris cleared at 6:15 PM on 4/21/24 to lessen debris on 4/22/24.

Traps let out ~ 3 ft river left to avoid beaching for flow decrease.

Anchor lines cleared of debris at 2:30 PM"
2024-04-23,10475,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-22 09:52,2024-04-23 11:24,2478,1.3,1.7,0,0,17,Terrestrial,Yes,,"Multiple logs/sticks in intake, likely from quick flow drop. Trap stopped to remove them at 10:15 AM"
2024-04-23,10476,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-22 09:44,2024-04-23 11:43,3141,0,3.1,3,3,21,Terrestrial,No,Normal functioning percent ~65%,Trap stopped by multiple logs in intake and log between cone and pontoon likely due to significant flow decrease. Traps resumed spinning at 10:15 AM
2024-04-24,10477,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-23 11:43,2024-04-24 10:11,4621,2.5,2.2,0,1,12,Terrestrial,Yes,,Trap manually stopped at 9 AM on 4/24 to remove a log from the inside of the cone. 
2024-04-24,10478,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-23 11:24,2024-04-24 09:59,1228,0,1.3,3,1,11,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Trap stopped by log in intake and at front of cone, resumed spinning at 8:50 AM."
2024-04-25,10479,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-24 09:59,2024-04-25 09:16,1531,1.4,0.9,0,0,7,Terrestrial,Yes,,
2024-04-25,10480,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-24 10:11,2024-04-25 09:27,3752,2.2,2.2,0,0,5,Terrestrial,Yes,,
2024-04-26,10481,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-25 09:27,2024-04-26 09:35,4108,2.4,2.5,0,0,14,Terrestrial,Yes,,
2024-04-26,10482,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-25 09:16,2024-04-26 09:57,1475,0,1.5,0,1,19,Terrestrial,No,Normal functioning percent ~66%,
2024-04-27,10483,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-26 09:57,2024-04-27 10:30,749,0,1.2,3,3,38,Terrestrial,No,Normal functioning percent ~42%,"15 gallons of debris cleared at 6:30 PM on 4/26 to lessen debris for 4/27

Traps adjusted approximately 1 foot towards shore (river right) to account for overnight discharge increase. 

Trap stopped on 4/26  at 6 PM and at 640 PM (240 total spins)

Trap s"
2024-04-27,10484,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-26 09:35,2024-04-27 10:22,3108,0,3,0,1,17,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"12 gallons of debris removed at 6:30 PM on 4/26 to lessen debris for 4/27

Traps pulled in towards shore approximately 1 foot to account for discharge increase

Trap stopped by log at front of cone, resumed spinning at 8:30 AM"
2024-04-28,10485,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-27 10:22,2024-04-28 09:38,2535,0,3.2,3,1,16,Terrestrial,No,Normal functioning percent ~57%,"Traps pulled in river right ~ 2ft to account for flow increase. 

5 gallons of debris cleared at 2 PM on 4/27 to lessen debris for 4/28

Trap stopped upon arrival due to log stuck at front of the cone. Trap resumed spinning at 8:25 AM on 4/28."
2024-04-28,10486,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-04-27 10:30,2024-04-28 09:15,947,0,1.6,3,3,9,Terrestrial,No,Normal functioning percent ~43%,"5 gallons of debris cleared at 2 PM on 4/27 to lessen debris on 4/28

Traps pulled in river right ~2ft to account for flow increase

Trap stopped by log stuck at front of cone. Resumed spinning at 8:30 AM."
2024-04-29,10487,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-28 09:38,2024-04-29 09:57,5447,3.1,3.2,0,0,17,Terrestrial,Yes,,"6 gallons of debris cleared at 2:30 PM on 4/28 to lessen debris on 4/29

Traps pulled in river right approximately 1 ft for flow increase

Anchor lines cleared of debris"
2024-04-29,10488,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-28 09:15,2024-04-29 09:28,1971,1.6,1.2,0,0,5,Terrestrial,Yes,,Traps pulled in ~1ft river right to account for flow increase
2024-04-30,10489,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-29 09:28,2024-04-30 10:33,1366,1.6,1.6,0,0,12,Terrestrial,Yes,,
2024-04-30,10490,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2024-04-29 09:57,2024-04-30 10:23,1760,0,2.9,0,3,11,Terrestrial,No,Normal functioning percent ~41%,6 gallons of debris cleared at 2:45 PM on 4/29 to lessen debris on 4/30
2024-05-01,10491,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-04-30 10:33,2024-05-01 10:57,2447,1.6,1.7,0,0,9,Terrestrial,Yes,,"2 gallons of debris cleared on 4/30 at 2:30 PM to lessen debris on 5/1.
Anchor lines cleared of debris."
2024-05-01,10492,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-04-30 10:23,2024-05-01 11:14,5509,2.8,2.8,0,0,24,Terrestrial,Yes,,"4 gallons of debris cleared at 2:30 PM on 4/30 to lessen debris on 5/1

Anchor lines cleared of debris"
2024-05-02,10493,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-01 10:57,2024-05-02 09:25,1817,1.5,1.5,0,0,6,Terrestrial,Yes,,
2024-05-02,10494,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-01 11:14,2024-05-02 09:30,4769,2.8,2.8,0,0,10,Terrestrial,Yes,,
2024-05-03,10495,ST004L1B,End trapping,Trap functioning normally,Processed fish,2024-05-02 09:25,2024-05-03 10:27,2012,1.6,,0,0,3,Terrestrial,Yes,,Cone raised to clear debris from irrigation pump #1
2024-05-03,10496,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-05-03 11:29,,,1.5,,,,,Yes,,
2024-05-03,10497,ST004L1,End trapping,Trap functioning normally,Processed fish,2024-05-02 09:30,2024-05-03 10:29,4988,2.8,,0,0,7,Terrestrial,Yes,,Cone raised to clear debris from irrigation pump #1 
2024-05-03,10498,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-05-03 11:29,,,2.7,,,,,Yes,,
2024-05-04,10499,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-03 11:29,2024-05-04 09:29,4592,2.6,2.6,0,0,9,Terrestrial,Yes,,
2024-05-04,10500,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-03 11:29,2024-05-04 09:15,1457,1,0.9,0,0,4,Terrestrial,Yes,,
2024-05-05,10501,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-04 09:15,2024-05-05 09:14,1535,1.1,1,0,0,5,Terrestrial,Yes,,Traps shifted out river left ~3ft at 10:30 AM to avoid beaching due to flow decrease.
2024-05-05,10502,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-04 09:29,2024-05-05 09:20,4977,2.8,2.8,0,0,9,Terrestrial,Yes,,Traps shifted out (river left) approximately 3 feet at 10:30 AM on 5/4 to avoid beaching due to decrease in discharge
2024-05-06,10503,ST004L1B,End trapping,Trap stopped functioning,No fish were caught,2024-05-05 09:14,2024-05-06 09:22,888,0,,2,1,6,Terrestrial,No,Normal functioning percent ~61%,"Trap shifted out river left ~2 ft at 10 AM on 5/5 to avoid beaching traps due to flow decrease.

Trap stopped by log jam at the front of cone resumed spinning at 8:49 AM.

Traps raised for trap adjustment for easier crew access to RSTs at peak flows (~2,5"
2024-05-06,10504,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-05-06 10:45,,,1.6,,,,,Yes,,"Traps pulled upstream ~ 4 ft to allow easier crew access to RSTs at high flows (~2,500 cfs)."
2024-05-06,10505,ST004L1,End trapping,Trap functioning normally,Processed fish,2024-05-05 09:20,2024-05-06 09:38,5396,3,,1,1,19,Terrestrial,Yes,,"Traps shifted river left ~2 ft at 10 AM on 5/5 to avoid beaching during flow drop.

Traps raised for trap adjustment on 5/6 to allow for easier crew access to RSTs at peak flow (2,500 cfs)"
2024-05-06,10506,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-05-06 10:45,,,3.2,,,,,Yes,,"Traps pulled upstream ~4ft to allow for easier crew access to the RSTs at high flows (~2,500 cfs)."
2024-05-07,10507,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-06 10:45,2024-05-07 09:39,2371,1.8,1.3,0,0,10,Terrestrial,Yes,,RST cleared of debris at 1 PM on 5/6 to lessen debris on 5/7
