MethodCode,StationCode,SampleDate,SampleTime,GearID,StreamGauge,TrapStatus,Debris,GearConditionCode,TimePerRevBefore,TimePerRevAfter,TrapRevolutions,Comments
RSTR,ST040X,2001-05-21,21:15:00,RSTR8,1.31,1,Medium,1,NA,NA,3357,NA
RSTR,ST040X,2001-05-22,08:30:00,RSTR8,1.21,2,Medium,1,13,11.67,6696,NA
RSTR,ST040X,2001-05-22,21:15:00,RSTR8,0.92,1,Heavy,1,NA,NA,3833,NA
RSTR,ST040X,2001-05-22,23:15:00,RSTR8,n/p,2,n/p,1,NA,NA,4482,1st check of release.  Did not get all fish out of livebox.
RSTR,ST040X,2001-05-22,23:30:00,RSTR8,n/p,2,n/p,1,NA,NA,4656,2nd check of release
RSTR,ST040X,2001-05-23,09:00:00,RSTR8,1,2,Light,1,12.9,11.5,7414,NA
RSTR,ST040X,2001-05-23,20:30:00,RSTR8,0.88,1,Heavy,1,NA,NA,2967,NA
RSTR,ST040X,2001-05-23,22:15:00,RSTR8,n/p,2,Light,1,NA,NA,3562,1st check of release
RSTR,ST040X,2001-05-23,22:45:00,RSTR8,n/p,2,Light,1,NA,NA,3785,2nd check of release
RSTR,ST040X,2001-05-24,08:30:00,RSTR8,0.96,2,Medium,1,13,11.67,6485,NA
RSTR,ST040X,2001-05-24,20:30:00,RSTR8,0.85,1,Heavy,1,NA,NA,2193,NA
RSTR,ST040X,2001-05-25,08:30:00,RSTR8,0.8,2,Light,2,13.67,12.33,2193,NA
RSTR,ST040X,2001-05-25,19:30:00,RSTR8,0.82,1,Light,1,NA,NA,NA,Counter bolt broken. Raised cone and fixed counter bolt. Reset counter.
RSTR,ST040X,2001-05-26,10:30:00,RSTR8,1,2,Medium,1,14.3,10.7,4417,NA
RSTR,ST040X,2001-05-26,19:45:00,RSTR8,1,2,Medium,1,NA,NA,2655,NA
RSTR,ST040X,2001-05-27,08:00:00,RSTR8,0.9,2,Medium,1,11.7,10.3,2701,Counter not hitting; bent counter back in place.
RSTR,ST040X,2001-05-27,21:45:00,RSTR8,1,1,Medium,3,NA,NA,1998,A 4x8 post was stuck in a cell and a tree stuck in front of trap.
RSTR,ST040X,2001-05-28,10:15:00,RSTR8,0.91,2,Medium,1,12,10.3,2154,Counter bolt broken; fixed counter bolt.
RSTR,ST040X,2001-05-29,08:30:00,RSTR8,0.9,1,Heavy,1,12,10.7,7271,NA
RSTR,ST040X,2001-05-30,10:45:00,RSTR8,0.99,1,Medium,1,13.7,11.3,7858,NA
RSTR,ST040X,2001-05-31,12:45:00,RSTR8,8.2,1,Heavy,2,12.7,11.7,NA,Counter not correct (672962)
RSTR,ST040X,2001-06-01,11:15:00,RSTR8,1,3,Medium,1,16.3,13.3,5744,trap was vandalized
RSTR,ST040X,2001-06-03,19:00:00,RSTR8,2,0,n/p,NA,NA,NA,NA,Dropped cone
RSTR,ST040X,2001-06-04,11:45:00,RSTR8,1,1,Heavy,1,10.3,NA,5330,Flow meter not working
RSTR,ST040X,2001-06-05,12:00:00,RSTR8,0.78,1,Medium,1,10.3,9.7,8405,NA
RSTR,ST040X,2001-06-06,11:00:00,RSTR8,0.78,1,Heavy,1,11,10,7849,NA
RSTR,ST040X,2001-06-07,09:00:00,RSTR8,0.76,1,Heavy,3,10.3,10.4,2044,Trap stopped on arrival due to log jam.  Counter bolt broken.  Moved trap towards N. Bank 5 ft. and replaced counter bolt.
RSTR,ST040X,2001-06-08,08:30:00,RSTR8,0.76,3,Heavy,1,13,12,NA,Raised cone after processing traps. Replaced counter bolt.
RSTR,ST040X,2001-06-10,19:30:00,RSTR8,n/p,0,n/p,4,NA,NA,NA,Lowered cone
RSTR,ST040X,2001-06-11,10:15:00,RSTR8,0.78,1,Medium,2,12,10.3,4146,One cell blocked by large debris.
RSTR,ST040X,2001-06-12,11:00:00,RSTR8,0.77,1,Heavy,1,11,10.3,7020,NA
RSTR,ST040X,2001-06-13,10:30:00,RSTR8,0.75,1,Heavy,1,13,11.3,6541,NA
RSTR,ST040X,2001-06-14,10:30:00,RSTR8,0.75,NA,Heavy,4,13.3,12.3,6368,No sample taken due to heavy debris and large woody debris inside cells.  Raised trap to remove debris.  Live box was packed full of leafy debris. Pulled back screen.
RSTR,ST040X,2001-06-15,10:30:00,RSTR8,0.75,3,Medium,1,18,16,7132,NA
RSTR,ST040X,2001-06-17,19:45:00,RSTR8,n/p,0,n/p,NA,NA,NA,NA,Dropped trap
RSTR,ST040X,2001-06-18,08:00:00,RSTR8,0.75,1,Medium,1,12.67,11.67,3817,NA
RSTR,ST040X,2001-06-19,10:30:00,RSTR8,0.75,1,Medium,1,13,12,5698,NA
RSTR,ST040X,2001-06-20,11:00:00,RSTR8,0.75,1,Heavy,1,12.67,11.33,7778,NA
RSTR,ST040X,2001-06-21,08:15:00,RSTR8,0.8,1,Medium,1,11,11,NA,counter bolt broke at 912 revs
RSTR,ST040X,2001-06-22,10:00:00,RSTR8,0.74,1,Heavy,1,18.67,16.33,NA,Counter read 555594
RSTR,ST040X,2001-06-24,20:45:00,RSTR8,0.75,0,n/p,4,NA,NA,NA,Lowered Cone
RSTR,ST040X,2001-06-25,08:30:00,RSTR8,0.73,1,Medium,1,13.67,12,3722,NA
RSTR,ST040X,2001-06-26,08:15:00,RSTR8,0.77,1,Heavy,2,13.3,10.7,7449,log in one cell-raised trap to remove
RSTR,ST040X,2001-06-27,08:15:00,RSTR8,0.77,1,Medium,2,13.3,NA,7683,NA
RSTR,ST040X,2001-06-28,08:15:00,RSTR8,0.75,1,Light,3,NA,11.3,2265,log stuck in trap
RSTR,ST040X,2001-06-29,08:15:00,RSTR8,0.75,1,Medium,1,12,11.3,8064,NA
RSTR,ST040X,2001-12-11,16:00:00,RSTR8,0.39,0,n/p,4,NA,NA,NA,Trap set; counter zeroed.
RSTR,ST040X,2001-12-12,09:00:00,RSTR8,0.39,1,Light,1,15,14,4082,NA
RSTR,ST040X,2001-12-13,08:30:00,RSTR8,0.4,1,Light,1,16.3,13,7275,No fish
RSTR,ST040X,2001-12-14,10:30:00,RSTR8,0.47,1,Very Heavy,2,15.8,11.8,6889,Lots of leafy debris. Some water spilling out of livebox.
RSTR,ST040X,2001-12-15,08:30:00,RSTR8,4.6,1,Heavy,1,13.7,11.7,5595,Windy last night lots of leafy debris
RSTR,ST040X,2001-12-17,09:45:00,RSTR8,0.42,0,n/p,4,NA,13.3,NA,Cone dropped after weekend
RSTR,ST040X,2001-12-18,08:45:00,RSTR8,0.44,1,Heavy,1,17,14,6211,NA
RSTR,ST040X,2001-12-19,09:30:00,RSTR8,0.4,1,Medium,1,14.7,13.7,6415,NA
RSTR,ST040X,2001-12-20,09:30:00,RSTR8,0.44,3,Medium,1,13,11.3,6360,NA
RSTR,ST040X,2001-12-26,08:30:00,RSTR8,0.38,0,n/p,NA,NA,NA,NA,Set trap
RSTR,ST040X,2001-12-27,11:15:00,RSTR8,0.28,1,Medium,1,13.7,12.7,7315,NA
RSTR,ST040X,2001-12-28,10:00:00,RSTR8,0.38,3,Heavy,1,14,12.7,6480,Pulled cone after check
RSTR,ST040X,2001-12-29,11:15:00,RSTR8,1.73,0,n/p,1,NA,NA,NA,Dropped trap.
RSTR,ST040X,2001-12-30,10:00:00,RSTR8,0.85,3,Light,4,NA,NA,80,Trap stopped on bank; overhead came loose and no sample was taken
RSTR,ST040X,2002-01-01,12:30:00,RSTR8,0.44,0,n/p,4,NA,NA,NA,Dropped trap.
RSTR,ST040X,2002-01-02,09:30:00,RSTR8,0.44,1,Medium,1,12.33,11,6650,NA
RSTR,ST040X,2002-01-03,09:45:00,RSTR8,2.5,1,Heavy,3,NA,14,4000,trap was stopped. Leaves and wood in one cell
RSTR,ST040X,2002-01-04,09:15:00,RSTR8,0.6,1,Light,3,20.3,11.03,5426,NA
RSTR,ST040X,2002-01-04,17:15:00,RSTR8,0.54,3,Light,1,NA,NA,2047,NA
RSTR,ST040X,2002-01-09,12:00:00,RSTR8,n/p,0,n/p,4,NA,NA,NA,Set Trap.
RSTR,ST040X,2002-01-10,09:00:00,RSTR8,0.36,1,Light,1,11.67,11,6465,Found and saved an egg
RSTR,ST040X,2002-01-11,09:30:00,RSTR8,0.3,3,Medium,1,11.33,10.67,7989,Found dead adult female 2.75 ft. long.
RSTR,ST040X,2002-01-14,16:15:00,RSTR8,0.36,0,n/p,4,NA,NA,NA,Set trap and pulled overhead in about 3'.
RSTR,ST040X,2002-01-15,10:30:00,RSTR8,0.32,1,Light,1,11.33,11.33,5295,Battery dead on flow meter; saved 345 CHNF
RSTR,ST040X,2002-01-16,09:30:00,RSTR8,0.3,1,Medium,1,11.64,11.57,7295,Saved Fish
RSTR,ST040X,2002-01-17,09:00:00,RSTR8,0.34,1,Medium,1,11.33,11,7153,NA
RSTR,ST040X,2002-01-18,11:00:00,RSTR8,0.36,1,Medium,1,12.33,12,7539,NA
RSTR,ST040X,2002-01-18,18:30:00,RSTR8,0.36,1,Light,1,NA,NA,2465,NA
RSTR,ST040X,2002-01-18,20:30:00,RSTR8,0.36,2,Light,1,NA,NA,2937,NA
RSTR,ST040X,2002-01-18,21:30:00,RSTR8,0.36,2,Light,1,NA,NA,3240,NA
RSTR,ST040X,2002-01-19,10:45:00,RSTR8,0.3,2,Medium,1,12.8,12.3,6817,NA
RSTR,ST040X,2002-01-20,08:30:00,RSTR8,0.3,1,Heavy,3,11.67,11.67,4450,Cone stuck by a 2 by 4 on 4450 revs. Flow meter battery is not working.
RSTR,ST040X,2002-01-21,10:15:00,RSTR8,0.34,1,Medium,1,12.7,12.5,7187,Batt. Dead on flow meter.
RSTR,ST040X,2002-01-22,10:30:00,RSTR8,0.32,1,Heavy,1,12.67,13,6996,Flow meter needs to be calibrated.
RSTR,ST040X,2002-01-22,18:45:00,RSTR8,0.32,1,Light,1,NA,NA,2197,NA
RSTR,ST040X,2002-01-23,11:00:00,RSTR8,0.33,2,Medium,1,12,11,6860,NA
RSTR,ST040X,2002-01-23,17:00:00,RSTR8,0.33,1,Light,1,NA,NA,2030,NA
RSTR,ST040X,2002-01-24,10:15:00,RSTR8,0.34,2,Medium,1,11.33,11.67,6886,NA
RSTR,ST040X,2002-01-24,18:45:00,RSTR8,0.34,1,Light,1,NA,NA,2120,NA
RSTR,ST040X,2002-01-24,20:30:00,RSTR8,0.34,2,Light,1,NA,NA,2550,First check of release
RSTR,ST040X,2002-01-24,21:30:00,RSTR8,0.34,2,Light,1,NA,NA,2882,NA
RSTR,ST040X,2002-01-25,10:45:00,RSTR8,0.31,2,Medium,1,13,12.3,6520,Release last night
RSTR,ST040X,2002-01-25,19:00:00,RSTR8,0.32,1,Light,1,NA,NA,2263,NA
RSTR,ST040X,2002-01-26,08:15:00,RSTR8,0.33,2,Light,1,13.6,12,6210,NA
RSTR,ST040X,2002-01-26,19:00:00,RSTR8,0.35,1,Medium,1,NA,NA,2865,NA
RSTR,ST040X,2002-01-27,09:30:00,RSTR8,0.32,2,Medium,1,13.5,12,6780,Saved CHNF
RSTR,ST040X,2002-01-28,08:45:00,RSTR8,0.34,1,Heavy,1,13,12,6408,NA
RSTR,ST040X,2002-01-28,19:00:00,RSTR8,0.33,1,Medium,1,NA,NA,2750,NA
RSTR,ST040X,2002-01-29,11:45:00,RSTR8,0.35,2,Medium,1,12,11,7380,NA
RSTR,ST040X,2002-01-29,18:30:00,RSTR8,0.33,1,Medium,1,NA,NA,1966,NA
RSTR,ST040X,2002-01-29,20:30:00,RSTR8,0.33,2,Light,1,NA,NA,2868,NA
RSTR,ST040X,2002-01-29,21:00:00,RSTR8,0.33,2,Light,1,NA,NA,2624,1st check of release
RSTR,ST040X,2002-01-30,11:00:00,RSTR8,0.38,2,Medium,1,12.33,NA,6880,NA
RSTR,ST040X,2002-01-30,19:00:00,RSTR8,0.35,1,Medium,1,NA,NA,1726,NA
RSTR,ST040X,2002-01-31,09:45:00,RSTR8,0.34,2,Medium,1,12.33,12,5760,NA
RSTR,ST040X,2002-01-31,18:45:00,RSTR8,0.31,1,Medium,1,NA,NA,2526,NA
RSTR,ST040X,2002-02-01,10:00:00,RSTR8,0.33,2,Medium,1,13.33,12,6530,NA
RSTR,ST040X,2002-02-01,18:30:00,RSTR8,0.31,1,Light,1,NA,NA,2480,NA
RSTR,ST040X,2002-02-02,08:45:00,RSTR8,0.3,2,Medium,1,13.3,12.3,6256,NA
RSTR,ST040X,2002-02-02,19:00:00,RSTR8,0.29,1,Medium,1,NA,NA,2743,Dark Sky no moonlight
RSTR,ST040X,2002-02-03,08:30:00,RSTR8,0.31,2,Medium,1,13.33,12,6395,NA
RSTR,ST040X,2002-02-03,19:00:00,RSTR8,0.31,1,Medium,1,NA,NA,3000,NA
RSTR,ST040X,2002-02-04,08:30:00,RSTR8,0.31,2,Medium,1,13.67,12,6390,NA
RSTR,ST040X,2002-02-04,19:00:00,RSTR8,0.31,1,Medium,1,NA,NA,2771,NA
RSTR,ST040X,2002-02-05,11:00:00,RSTR8,0.75,2,Heavy,1,14.3,13,6422,2039 saved fish;cone was real dirty
RSTR,ST040X,2002-02-05,18:45:00,RSTR8,0.72,1,Medium,1,NA,NA,1441,NA
RSTR,ST040X,2002-02-06,11:00:00,RSTR8,0.76,2,Heavy,1,15,13,5280,Tire came in trap while processing
RSTR,ST040X,2002-02-06,18:30:00,RSTR8,0.76,1,Light,1,NA,NA,1892,NA
RSTR,ST040X,2002-02-07,09:00:00,RSTR8,0.7,2,Medium,1,15.5,13.2,5344,NA
RSTR,ST040X,2002-02-07,19:00:00,RSTR8,0.72,NA,Medium,1,NA,NA,2565,NA
RSTR,ST040X,2002-02-08,08:30:00,RSTR8,0.75,NA,Medium,1,16.33,13.33,5930,NA
RSTR,ST040X,2002-02-08,19:00:00,RSTR8,0.74,NA,Medium,2,NA,NA,2430,One cell blocked by large piece of wood.  Cleaned out cell.
RSTR,ST040X,2002-02-08,21:00:00,RSTR8,0.74,NA,Light,1,NA,NA,3008,1st check of release.
RSTR,ST040X,2002-02-08,23:00:00,RSTR8,0.74,NA,Light,1,NA,NA,3460,2nd check of release.
RSTR,ST040X,2002-02-09,09:00:00,RSTR8,0.72,2,Medium,1,16,14.33,5909,RELEASE LAST NIGHT LAST CHECK AT 2300
RSTR,ST040X,2002-02-09,18:45:00,RSTR8,0.72,NA,Medium,1,NA,NA,2191,NA
RSTR,ST040X,2002-02-10,08:15:00,RSTR8,0.73,NA,Medium,1,17.3,13.3,5208,NA
RSTR,ST040X,2002-02-10,19:00:00,RSTR8,0.73,NA,Medium,1,NA,NA,2526,NA
RSTR,ST040X,2002-02-11,08:45:00,RSTR8,0.74,NA,Medium,1,16,12,5748,NA
RSTR,ST040X,2002-02-11,19:00:00,RSTR8,0.76,NA,Medium,1,NA,NA,2413,NA
RSTR,ST040X,2002-02-12,11:15:00,RSTR8,0.81,NA,Medium,1,17.3,15,5908,NA
RSTR,ST040X,2002-02-12,16:45:00,RSTR8,0.72,NA,Medium,1,NA,NA,1840,NA
RSTR,ST040X,2002-02-13,10:00:00,RSTR8,0.7,NA,Medium,1,15.7,13.7,5410,NA
RSTR,ST040X,2002-02-13,19:00:00,RSTR8,0.75,NA,Medium,1,NA,NA,2213,NA
RSTR,ST040X,2002-02-14,08:45:00,RSTR8,0.76,NA,Medium,1,16.3,13.7,5397,NA
RSTR,ST040X,2002-02-14,18:45:00,RSTR8,0.72,NA,Light,1,NA,NA,2378,Check before release tonight; New moon fish bellies look really fat
RSTR,ST040X,2002-02-14,20:45:00,RSTR8,0.72,NA,Light,1,NA,NA,3050,1st check after release
RSTR,ST040X,2002-02-14,22:15:00,RSTR8,0.75,NA,Light,1,NA,NA,3238,2ND CHECK OF RELEASE
RSTR,ST040X,2002-02-15,09:15:00,RSTR8,0.74,NA,Medium,1,16,14,5615,NA
RSTR,ST040X,2002-02-15,18:45:00,RSTR8,0.7,NA,Medium,1,NA,NA,2293,NA
RSTR,ST040X,2002-02-16,08:45:00,RSTR8,0.73,NA,Medium,1,17.3,13.7,5430,NA
RSTR,ST040X,2002-02-16,18:30:00,RSTR8,0.73,NA,Light,1,NA,NA,2349,Night check
RSTR,ST040X,2002-02-17,09:00:00,RSTR8,0.83,NA,Heavy,1,18,14.3,5426,NA
RSTR,ST040X,2002-02-17,19:00:00,RSTR8,0.88,NA,Medium,1,NA,NA,2398,NA
RSTR,ST040X,2002-02-18,08:45:00,RSTR8,0.85,NA,Medium,1,18.3,13.3,5282,2300 saved fish
RSTR,ST040X,2002-02-18,18:30:00,RSTR8,0.83,NA,Medium,1,NA,NA,2168,NA
RSTR,ST040X,2002-02-19,08:45:00,RSTR8,0.82,NA,Medium,1,18.67,14.33,4981,NA
RSTR,ST040X,2002-02-19,18:45:00,RSTR8,0.79,NA,Medium,1,NA,NA,2280,NA
RSTR,ST040X,2002-02-20,09:15:00,RSTR8,0.81,NA,Medium,1,16.7,13.7,5674,NA
RSTR,ST040X,2002-02-20,18:45:00,RSTR8,0.8,NA,Medium,1,NA,NA,2220,Night check
RSTR,ST040X,2002-02-21,08:15:00,RSTR8,0.78,NA,Heavy,1,16.7,13.7,5355,Lots of seaweed in trap first check
RSTR,ST040X,2002-02-21,19:00:00,RSTR8,0.79,NA,Light,1,NA,NA,2462,NA
RSTR,ST040X,2002-02-21,20:30:00,RSTR8,0.79,NA,Light,1,NA,NA,3140,First check of release
RSTR,ST040X,2002-02-22,09:30:00,RSTR8,0.76,NA,Medium,1,16.3,13.3,5991,NA
RSTR,ST040X,2002-02-22,18:45:00,RSTR8,0.8,NA,Medium,1,NA,NA,2120,night check
RSTR,ST040X,2002-02-23,09:30:00,RSTR8,0.72,NA,Medium,1,15.7,13.3,5510,NA
RSTR,ST040X,2002-02-23,18:45:00,RSTR8,0.78,NA,Medium,1,NA,NA,2370,night check
RSTR,ST040X,2002-02-24,08:15:00,RSTR8,0.75,NA,Heavy,1,15.67,12,5414,NA
RSTR,ST040X,2002-02-24,18:45:00,RSTR8,0.74,NA,Medium,1,NA,NA,2476,Bright moon
RSTR,ST040X,2002-02-25,10:15:00,RSTR8,0.72,NA,Heavy,1,17,14,6040,Large adult lamprey found today; lots of salmon fry along river bank
RSTR,ST040X,2002-02-25,18:45:00,RSTR8,0.72,NA,Medium,1,NA,NA,1950,full moon
RSTR,ST040X,2002-02-26,09:00:00,RSTR8,0.72,NA,Light,1,16.3,14,5341,NA
RSTR,ST040X,2002-02-26,18:45:00,RSTR8,0.75,NA,Medium,1,NA,NA,2210,NA
RSTR,ST040X,2002-02-27,08:45:00,RSTR8,0.72,NA,Medium,1,15.7,13.3,5434,NA
RSTR,ST040X,2002-02-27,19:00:00,RSTR8,0.78,NA,Medium,1,NA,NA,2420,NA
RSTR,ST040X,2002-02-27,21:00:00,RSTR8,0.76,NA,Light,1,NA,NA,2908,First check of release. Full moon.
RSTR,ST040X,2002-02-28,08:45:00,RSTR8,0.76,NA,Medium,1,15.7,15,5585,NA
RSTR,ST040X,2002-02-28,18:45:00,RSTR8,0.74,NA,Medium,1,NA,NA,2360,NA
RSTR,ST040X,2002-02-28,20:45:00,RSTR8,0.74,NA,Light,1,NA,NA,2925,First check after release.
RSTR,ST040X,2002-03-01,09:00:00,RSTR8,0.76,NA,Heavy,1,16,14,5785,Windy; morning check after release.
RSTR,ST040X,2002-03-01,19:00:00,RSTR8,0.74,NA,Heavy,1,NA,NA,2292,RBT barely alive. Counter not reset in AM.
RSTR,ST040X,2002-03-02,09:30:00,RSTR8,0.76,NA,Medium,1,16.7,13.7,5669,NA
RSTR,ST040X,2002-03-02,19:00:00,RSTR8,0.74,NA,Light,1,NA,NA,2000,NA
RSTR,ST040X,2002-03-03,08:15:00,RSTR8,0.76,NA,Medium,1,16.7,13.7,5134,NA
RSTR,ST040X,2002-03-03,18:30:00,RSTR8,0.76,NA,Light,1,NA,NA,2333,Trap  Vandalized
RSTR,ST040X,2002-03-04,09:45:00,RSTR8,0.75,NA,Medium,2,17,15,5899,one cell had a big log inside
RSTR,ST040X,2002-03-04,18:30:00,RSTR8,0.75,NA,Light,1,NA,NA,NA,broken counter stopped at 14 revs.
RSTR,ST040X,2002-03-05,08:45:00,RSTR8,0.74,NA,Medium,1,15.666,12.333,NA,counter bolt broken;fixed bolt
RSTR,ST040X,2002-03-05,18:15:00,RSTR8,0.72,NA,Light,1,NA,NA,2400,Night check.
RSTR,ST040X,2002-03-06,09:00:00,RSTR8,0.75,NA,Medium,1,16,13,5857,NA
RSTR,ST040X,2002-03-06,18:30:00,RSTR8,0.76,NA,Light,1,NA,NA,2700,NA
RSTR,ST040X,2002-03-07,12:30:00,RSTR8,0.74,NA,Medium,1,14.7,11.7,7700,first check
RSTR,ST040X,2002-03-07,20:00:00,NA,0.75,NA,Heavy,3,NA,NA,1760,Check before release. Both cells blocked on arrival. Stopped trap to unclog cells. Reset counter.
RSTR,ST040X,2002-03-07,22:15:00,RSTR8,0.75,NA,Medium,1,NA,NA,723,first check after release
RSTR,ST040X,2002-03-08,08:15:00,RSTR8,0.72,NA,Medium,1,13,11.3,3686,Morning check after release. 100 fish released for livebox efficiency CFBN. CFGN release. RBT may have had an effect of effeciency.
RSTR,ST040X,2002-03-08,18:45:00,RSTR8,0.73,NA,Medium,1,NA,NA,2681,NA
RSTR,ST040X,2002-03-09,08:15:00,RSTR8,0.68,NA,Medium,1,14.7,11.4,6480,first check
RSTR,ST040X,2002-03-09,18:45:00,RSTR8,0.72,NA,Light,1,NA,NA,2968,Check before release.
RSTR,ST040X,2002-03-09,20:30:00,RSTR8,0.72,NA,Light,1,NA,NA,3548,First check after release.
RSTR,ST040X,2002-03-09,22:30:00,RSTR8,0.72,NA,Light,1,NA,NA,4092,First check after second release. Released livebox fish (CFBN) 115 fish.
RSTR,ST040X,2002-03-10,08:20:00,RSTR8,0.78,NA,Heavy,1,13.7,12,4555,Counter broken; brought back to shop. Save 20 fish.
RSTR,ST040X,2002-03-10,18:45:00,RSTR8,0.74,NA,Heavy,1,NA,NA,NA,replaced counter
RSTR,ST040X,2002-03-11,08:30:00,RSTR8,0.72,NA,Medium,1,14.3,11.7,3818,NA
RSTR,ST040X,2002-03-12,08:30:00,RSTR8,0.75,NA,Heavy,1,17,11.6,6575,NA
RSTR,ST040X,2002-03-12,19:15:00,RSTR8,0.72,NA,Medium,1,NA,NA,NA,counter broken on arrival
RSTR,ST040X,2002-03-13,08:30:00,RSTR8,0.72,NA,Heavy,1,14,11.3,NA,counter broken; saved eleven fish
RSTR,ST040X,2002-03-13,18:45:00,RSTR8,0.72,NA,Heavy,1,NA,NA,NA,No counter; night check
RSTR,ST040X,2002-03-14,08:45:00,RSTR8,0.73,NA,Medium,1,14,11,NA,Counter broken
RSTR,ST040X,2002-03-14,18:45:00,RSTR8,0.7,NA,Heavy,1,NA,NA,NA,Night check. Windy all day. Counter is broken. Check tomorrow counter and subtract.
RSTR,ST040X,2002-03-15,10:30:00,RSTR8,0.74,NA,Medium,1,15,11.3,NA,counter broken
RSTR,ST040X,2002-03-15,18:45:00,RSTR8,0.74,NA,Light,1,NA,NA,NA,Counter broken.
RSTR,ST040X,2002-03-16,08:15:00,RSTR8,0.72,NA,Light,2,15,11,NA,Counter broken. Cell blocked upon arrival.
RSTR,ST040X,2002-03-16,19:00:00,RSTR8,0.74,NA,Medium,2,NA,NA,NA,One cell blocked by debris. Cleaned out cell.
RSTR,ST040X,2002-03-17,08:30:00,RSTR8,0.78,NA,Medium,1,15.3,11.7,NA,Counter broken.
RSTR,ST040X,2002-03-18,08:15:00,RSTR8,0.73,NA,Medium,1,16,11.7,NA,Broken Counter
RSTR,ST040X,2002-03-18,19:00:00,RSTR8,0.73,NA,Light,1,NA,NA,NA,Counter still broken
RSTR,ST040X,2002-03-19,08:15:00,RSTR8,0.72,NA,Light,1,14.7,11.3,NA,counter still broken
RSTR,ST040X,2002-03-19,19:00:00,RSTR8,0.72,NA,Medium,1,NA,NA,NA,no counter
RSTR,ST040X,2002-03-20,08:30:00,RSTR8,0.72,NA,Medium,1,15.3,11.3,NA,no counter
RSTR,ST040X,2002-03-20,19:00:00,RSTR8,0.72,NA,Medium,1,NA,NA,NA,no counter
RSTR,ST040X,2002-03-21,10:30:00,RSTR8,0.75,NA,Medium,1,16.3,10.6,NA,NA
RSTR,ST040X,2002-03-21,19:00:00,RSTR8,0.71,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2002-03-22,08:30:00,RSTR8,0.73,NA,Medium,1,15.6,11.6,NA,NA
RSTR,ST040X,2002-03-25,19:15:00,RSTR8,0.68,0,n/p,4,NA,NA,NA,Lowered  trap.
RSTR,ST040X,2002-03-26,08:30:00,RSTR8,0.75,1,Medium,1,13.6,11,NA,Counter not hitting.
RSTR,ST040X,2002-03-26,19:00:00,RSTR8,0.76,NA,Medium,1,NA,NA,NA,Cant see numbers inside counter due to humidity.
RSTR,ST040X,2002-03-27,08:15:00,RSTR8,0.72,NA,Medium,1,14,11.3,NA,counter broken; first check
RSTR,ST040X,2002-03-27,19:00:00,RSTR8,0.72,NA,Heavy,1,NA,NA,NA,fixed counter
RSTR,ST040X,2002-03-28,11:45:00,RSTR8,0.72,NA,Medium,1,16,11,4143,NA
RSTR,ST040X,2002-03-28,18:15:00,RSTR8,0.73,NA,Medium,1,NA,NA,6168,NA
RSTR,ST040X,2002-03-29,08:30:00,RSTR8,0.72,NA,Medium,1,15.7,11,6172,counter was not working when we arrived; mass elodea; lots of morts
RSTR,ST040X,2002-03-29,19:15:00,RSTR8,0.72,NA,Light,1,NA,NA,NA,Replaced counter; first check before release
RSTR,ST040X,2002-03-29,21:15:00,RSTR8,0.72,NA,Light,1,NA,NA,3546,first check after release
RSTR,ST040X,2002-03-30,08:15:00,RSTR8,0.73,3,Heavy,1,16.3,11.7,3631,morning check raised cone
RSTR,ST040X,2002-04-01,18:25:00,RSTR8,n/p,0,n/p,4,NA,NA,NA,lowered trap
RSTR,ST040X,2002-04-02,09:00:00,RSTR8,0.79,NA,Heavy,1,18.6,12.6,NA,counter bolt broken
RSTR,ST040X,2002-04-02,20:00:00,RSTR8,0.78,NA,Very Heavy,1,NA,NA,530,Counter stoped counting at 530 revs . Counter broken.
RSTR,ST040X,2002-04-03,09:00:00,RSTR8,0.8,NA,Heavy,1,17.3,12,NA,Counter not hitting. Counter broken.
RSTR,ST040X,2002-04-03,20:00:00,RSTR8,0.8,NA,Medium,2,NA,NA,NA,counter broken; removed big logs from both cells
RSTR,ST040X,2002-04-04,07:30:00,RSTR8,0.78,NA,Medium,1,15.3,11.3,NA,counter is broken; morning check
RSTR,ST040X,2002-04-04,20:00:00,RSTR8,0.8,NA,Heavy,1,NA,NA,NA,no counter
RSTR,ST040X,2002-04-05,08:30:00,RSTR8,0.8,NA,Medium,1,12.7,10.7,NA,morning check;put counter on today
RSTR,ST040X,2002-04-05,20:00:00,RSTR8,0.8,NA,Medium,1,NA,NA,2749,NA
RSTR,ST040X,2002-04-05,21:45:00,RSTR8,0.8,NA,Light,1,NA,NA,NA,Release Code: O12
RSTR,ST040X,2002-04-06,08:45:00,RSTR8,1,3,Heavy,1,16.3,11.3,6050,NA
RSTR,ST040X,2002-04-08,18:00:00,RSTR8,n/p,0,n/p,4,NA,NA,NA,lowered cone
RSTR,ST040X,2002-04-09,09:00:00,RSTR8,0.92,NA,Heavy,1,14.3,11.6,NA,NA
RSTR,ST040X,2002-04-09,19:30:00,RSTR8,0.95,NA,Medium,1,NA,NA,NA,NA
RSTR,ST040X,2002-04-10,08:45:00,RSTR8,1,NA,Medium,1,18.3,11.1,NA,counter broken. Saved all live chnf
RSTR,ST040X,2002-04-10,20:30:00,RSTR8,1,NA,Light,1,NA,NA,NA,Night check; counter broken; saved fish
